Country1,Country2,Difference
Canada,Belarus,84.40971508067067
Canada,Belgium,71.11961754677819
Canada,Czech Rep,64.69930447848725
Canada,Estonia,76.47875521999558
Canada,France,59.799665550904216
Canada,Germany,60.52272300549604
Canada,Hungary,65.98484674529449
Canada,Italy,57.087651904768336
Canada,Japan,92.44457799135652
Canada,Latvia,79.45438943192504
Canada,Lithuania,81.28345465099278
Canada,Luxembourg,42.62628297189423
Canada,Malta,56.42694391866354
Canada,Moldova,79.435508432942
Canada,Ukraine,83.45058418010026
Canada,Africa East,66.11353870426238
Canada,Arab countries,71.90966555338719
Canada,Algeria,79.58014827832379
Canada,Argentina,54.84523680320835
Canada,Brazil,60.01666435249463
Canada,Burkina Faso,78.3772926299448
Canada,Chile,76.61592523751182
Canada,Costa Rica,85.45174076635303
Canada,Dominican Rep,58.66003750424986
Canada,Egypt,89.00561780022652
Canada,Georgia,62.457985878508765
Canada,Greece,83.6181798414675
Canada,Iceland,48.49742261192856
Canada,Iran,57.89645930452051
Canada,Iraq,75.54468876102409
Canada,Jordan,55.758407437802596
Canada,Mali,69.23871749245504
Canada,Morocco,69.6491205974634
Canada,Peru,83.34866525625951
Canada,Philippines,79.03163923391695
Canada,Poland,70.24955515873393
Canada,Portugal,90.83501527494779
Canada,Rwanda,61.587336360651285
Canada,Slovenia,84.20807562223472
Canada,Spain,58.557663887829406
Canada,Tanzania,61.220911460055866
Canada,Thailand,73.14369419163897
Canada,Turkey,66.76076692189807
Canada,Uganda,73.348483283569
Canada,Uruguay,75.13321502504735
Canada,Zambia,70.09992867328754
Canada,Zimbabwe,70.54076835419359
Canada,Africa West,77.10382610480494
Canada,Colombia,84.823345842993
Canada,Ecuador,85.48684109265004
Canada,El Salvador,86.06392972668631
Canada,Ghana,77.47257579298626
Canada,Mexico,81.81686867633104
Canada,Nigeria,75.80897044545586
Canada,Puerto Rico,84.31488599292535
Canada,Trinidad and Tobago,70.12845356914696
Canada,Venezuela,95.06313691436866
Canada,Bulgaria,93.63225939813692
Canada,Croatia,79.00632886041473
Canada,Guatemala,117.63502879669814
Canada,Korea South,106.9579356569675
Canada,Montenegro,91.16468614545876
Canada,Pakistan,99.59919678390986
Canada,Panama,107.68936809174804
Canada,Romania,97.59610647971567
Canada,Russia,106.72862783714592
Canada,Serbia,95.43060305792896
Canada,Suriname,93.58952932887311
Canada,Taiwan,91.81503144910424
Canada,Albania,84.46892919884802
Canada,Armenia,83.10836299675262
Canada,Azerbaijan,80.76509146902515
Canada,Bangladesh,88.65100112237876
Canada,Bosnia,62.8410693734599
Canada,China,101.67595585978034
Canada,Hong Kong,86.47543003651384
Canada,India,67.35725647619564
Canada,Indonesia,86.53900854527974
Canada,Kyrgyz Rep,74.17546764261078
Canada,Macedonia Rep,80.49223565040295
Canada,Malaysia,86.22644605919926
Canada,Singapore,90.6697303403953
Canada,Slovak Rep,107.99537027113709
Canada,Vietnam,80.98765338000602
Denmark,Australia,60.51446108162907
Denmark,Austria,85.21736912155878
Denmark,Canada,49.02040391510457
Denmark,Denmark,0.0
Denmark,Finland,43.81780460041329
Denmark,Great Britain,58.43800133474792
Denmark,Ireland,55.767373974394744
Denmark,Israel,69.85699678629192
Denmark,Jamaica,76.0
Denmark,Netherlands,48.662100242385755
Denmark,New Zealand,50.0999001995014
Denmark,Norway,34.813790371058424
Denmark,Saudi Arabia,54.58021619598075
Denmark,South Africa,63.33245613427605
Denmark,Sweden,26.888659319497503
Denmark,Switzerland,77.26577508832743
Denmark,U.S.A.,59.18614702783076
Denmark,Belarus,99.12618221237011
Denmark,Belgium,105.22832318344715
Denmark,Czech Rep,94.68368391650169
Denmark,Estonia,85.84870412533901
Denmark,France,92.05976319760984
Denmark,Germany,88.35157044444654
Denmark,Hungary,107.4011173126239
Denmark,Italy,94.46692542895634
Denmark,Japan,129.1317157014496
Denmark,Latvia,82.13403679352427
Denmark,Lithuania,87.57853618324526
Denmark,Luxembourg,71.28814768248647
Denmark,Malta,90.10549372818508
Denmark,Moldova,93.05374790947434
Denmark,Ukraine,93.71766108903914
Denmark,Africa East,81.8535277187245
Denmark,Arab countries,99.86991538997117
Denmark,Algeria,104.1633332799983
Denmark,Argentina,87.19518335321051
Denmark,Brazil,89.42594701763018
Denmark,Burkina Faso,103.64362016062542
Denmark,Chile,93.58952932887311
Denmark,Costa Rica,92.39588735436226
Denmark,Dominican Rep,89.74408058473828
Denmark,Egypt,111.46748404803976
Denmark,Georgia,91.40021881811882
Denmark,Greece,115.70220395480806
Denmark,Iceland,77.36278174936577
Denmark,Iran,77.8138805098422
Denmark,Iraq,100.96534058774823
Denmark,Jordan,76.18398781896364
Denmark,Mali,89.97221793420455
Denmark,Morocco,96.68505572217457
Denmark,Peru,104.53707476297583
Denmark,Philippines,105.51303237041384
Denmark,Poland,107.65686229869418
Denmark,Portugal,111.52578177264664
Denmark,Rwanda,84.64041587799531
Denmark,Slovenia,99.65942002640794
Denmark,Spain,86.83317338436964
Denmark,Tanzania,84.25556361451747
Denmark,Thailand,87.58424515859002
Denmark,Turkey,94.44575162494075
Denmark,Uganda,96.49352309870336
Denmark,Uruguay,100.37928073063684
Denmark,Zambia,89.71621926942753
Denmark,Zimbabwe,96.1405221537724
Denmark,Africa West,94.85778829384543
Denmark,Colombia,111.03152705425607
Denmark,Ecuador,110.47624178980746
Denmark,El Salvador,107.38715006927039
Denmark,Ghana,98.2089608946149
Denmark,Mexico,114.21471008587291
Denmark,Nigeria,96.74709297958259
Denmark,Puerto Rico,104.6900186264192
Denmark,Trinidad and Tobago,87.04596486914255
Denmark,Venezuela,123.01219451745425
Denmark,Bulgaria,114.5949388062143
Denmark,Croatia,102.12247548899312
Denmark,Guatemala,139.581517401123
Denmark,Korea South,123.20308437697491
Denmark,Montenegro,111.41813137905338
Denmark,Pakistan,116.0129303138232
Denmark,Panama,130.59862173851607
Denmark,Romania,122.77621919573839
Denmark,Russia,130.57564857200595
Denmark,Serbia,120.6979701569169
Denmark,Suriname,118.64231959971113
Denmark,Taiwan,107.75435026020992
Denmark,Albania,102.9465880930495
Denmark,Armenia,99.39818911831343
Denmark,Azerbaijan,97.36529155710468
Denmark,Bangladesh,110.87831167545798
Denmark,Bosnia,83.48652585896721
Denmark,China,118.86547017532047
Denmark,Hong Kong,100.51368066089312
Denmark,India,90.76342875850384
Denmark,Indonesia,102.36210236215355
Denmark,Kyrgyz Rep,92.29842902238369
Denmark,Macedonia Rep,96.79876032264049
Denmark,Malaysia,105.97169433391164
Denmark,Singapore,96.15612304996495
Denmark,Slovak Rep,145.01034445859372
Denmark,Vietnam,89.1852005660132
Finland,Australia,50.27922035990614
Finland,Austria,63.229739838148944
Finland,Canada,35.31288716601915
Finland,Denmark,43.81780460041329
Finland,Finland,0.0
Finland,Great Britain,56.293871780150276
Finland,Ireland,51.710733895391584
Finland,Israel,37.54996671103717
Finland,Jamaica,70.65408693062278
Finland,Netherlands,38.157568056677825
Finland,New Zealand,43.01162633521314
Finland,Norway,21.400934559032695
Finland,Saudi Arabia,27.982137159266443
Finland,South Africa,24.95996794869737
Finland,Sweden,45.552167895721496
Finland,Switzerland,57.79273310719956
Finland,U.S.A.,50.62608023538856
Finland,Belarus,67.36467917239716
Finland,Belgium,71.50524456289902
Finland,Czech Rep,59.95831885568507
Finland,Estonia,60.76183012385325
Finland,France,54.89080068645383
Finland,Germany,63.00793600809346
Finland,Hungary,76.8570100901668
Finland,Italy,62.51399843235114
Finland,Japan,96.46242791885346
Finland,Latvia,58.0689245638319
Finland,Lithuania,61.57921727336261
Finland,Luxembourg,37.841775856849004
Finland,Malta,50.16971197844373
Finland,Moldova,59.21992907797171
Finland,Ukraine,66.50563885867122
Finland,Africa East,53.44155686354955
Finland,Arab countries,66.31741852635702
Finland,Algeria,65.08456038109192
Finland,Argentina,50.22947341949744
Finland,Brazil,52.716221412388805
Finland,Burkina Faso,66.85805860178712
Finland,Chile,58.33523806414096
Finland,Costa Rica,57.784080852774665
Finland,Dominican Rep,52.99056519796708
Finland,Egypt,79.52986860293433
Finland,Georgia,54.037024344425184
Finland,Greece,73.35529974037323
Finland,Iceland,45.68369512200168
Finland,Iran,47.57099956906519
Finland,Iraq,65.75712889109438
Finland,Jordan,45.58508528016593
Finland,Mali,54.59853477887479
Finland,Morocco,63.7808748764079
Finland,Peru,67.08203932499369
Finland,Philippines,81.83520025025906
Finland,Poland,67.95586803212802
Finland,Portugal,70.15696686716153
Finland,Rwanda,52.55473337388365
Finland,Slovenia,61.90315016216864
Finland,Spain,44.429719783046124
Finland,Tanzania,50.38849074937649
Finland,Thailand,55.48873759602033
Finland,Turkey,54.12947441089743
Finland,Uganda,58.02585630561603
Finland,Uruguay,59.14389233048498
Finland,Zambia,61.44102863722254
Finland,Zimbabwe,63.631753079732135
Finland,Africa West,74.10802925459562
Finland,Colombia,82.71638289964086
Finland,Ecuador,82.29823813423954
Finland,El Salvador,76.11832893594026
Finland,Ghana,73.93916418245476
Finland,Mexico,86.98850498772812
Finland,Nigeria,73.7563556583431
Finland,Puerto Rico,83.23460818673925
Finland,Trinidad and Tobago,67.8159273327439
Finland,Venezuela,98.67117106835208
Finland,Bulgaria,77.27871634544663
Finland,Croatia,64.13267497929586
Finland,Guatemala,101.3064657363981
Finland,Korea South,90.7028114227999
Finland,Montenegro,74.77967638335967
Finland,Pakistan,83.51646544245033
Finland,Panama,94.26558226627574
Finland,Romania,84.38009243891595
Finland,Russia,93.75499986667377
Finland,Serbia,81.65782265037441
Finland,Suriname,80.62257748298549
Finland,Taiwan,79.31582439841371
Finland,Albania,72.81483365359011
Finland,Armenia,74.67261881037788
Finland,Azerbaijan,72.6636084983398
Finland,Bangladesh,79.68688725254614
Finland,Bosnia,58.90670590009256
Finland,China,99.94498486667553
Finland,Hong Kong,81.6026960338934
Finland,India,67.468511173732
Finland,Indonesia,76.70723564306043
Finland,Kyrgyz Rep,66.32495759516172
Finland,Macedonia Rep,68.65857557508748
Finland,Malaysia,86.74099376880577
Finland,Singapore,88.83692925805124
Finland,Slovak Rep,121.01239605924675
Finland,Vietnam,71.4142842854285
Great Britain,Australia,34.56877203488721
Great Britain,Austria,56.94734409961539
Great Britain,Canada,26.229754097208
Great Britain,Denmark,58.43800133474792
Great Britain,Finland,56.293871780150276
Great Britain,Great Britain,0.0
Great Britain,Ireland,34.044089061098404
Great Britain,Israel,66.74578638386096
Great Britain,Jamaica,61.35959582656978
Great Britain,Netherlands,58.09475019311125
Great Britain,New Zealand,29.816103031751148
Great Britain,Norway,66.76076692189807
Great Britain,Saudi Arabia,62.161081071680215
Great Britain,South Africa,60.398675482166
Great Britain,Sweden,64.66838485689897
Great Britain,Switzerland,39.05124837953327
Great Britain,U.S.A.,28.142494558940577
Great Britain,Belarus,92.35258523723091
Great Britain,Belgium,76.32823854904552
Great Britain,Czech Rep,70.76722405181653
Great Britain,Estonia,80.97530487747484
Great Britain,France,71.61005515987263
Great Britain,Germany,57.0
Great Britain,Hungary,66.24198064671678
Great Britain,Italy,60.25777958073132
Great Britain,Japan,91.64060235506966
Great Britain,Latvia,89.07861696277058
Great Britain,Lithuania,88.14193099768123
Great Britain,Luxembourg,51.81698563212646
Great Britain,Malta,73.81056834898374
Great Britain,Moldova,90.49861877399013
Great Britain,Ukraine,88.9719056781409
Great Britain,Africa East,82.46817568007674
Great Britain,Arab countries,88.84255736976509
Great Britain,Algeria,98.93937537704592
Great Britain,Argentina,75.86830695356264
Great Britain,Brazil,76.6550715869472
Great Britain,Burkina Faso,95.1892851112981
Great Britain,Chile,97.9081201943945
Great Britain,Costa Rica,102.68398122394748
Great Britain,Dominican Rep,80.09369513263825
Great Britain,Egypt,105.92450141492289
Great Britain,Georgia,78.03204469959762
Great Britain,Greece,99.73966111833346
Great Britain,Iceland,68.17624219623724
Great Britain,Iran,78.40918313565064
Great Britain,Iraq,91.86402995732334
Great Britain,Jordan,76.41334961902926
Great Britain,Mali,89.74408058473828
Great Britain,Morocco,87.38993077008358
Great Britain,Peru,103.22305943925514
Great Britain,Philippines,90.11104260855048
Great Britain,Poland,84.06545069170807
Great Britain,Portugal,111.53026495081951
Great Britain,Rwanda,80.88881257627658
Great Britain,Slovenia,102.97086966710536
Great Britain,Spain,75.75618786607468
Great Britain,Tanzania,78.02563681252464
Great Britain,Thailand,91.67333309092672
Great Britain,Turkey,83.85105843100611
Great Britain,Uganda,94.44575162494075
Great Britain,Uruguay,96.82458365518542
Great Britain,Zambia,85.93020423576334
Great Britain,Zimbabwe,88.52118390532291
Great Britain,Africa West,95.55626614722867
Great Britain,Colombia,102.31813133555558
Great Britain,Ecuador,100.59821071967433
Great Britain,El Salvador,106.67239567948214
Great Britain,Ghana,96.29122493768578
Great Britain,Mexico,96.5815717411971
Great Britain,Nigeria,93.39700209321497
Great Britain,Puerto Rico,103.0
Great Britain,Trinidad and Tobago,86.61408661412992
Great Britain,Venezuela,109.36635680134911
Great Britain,Bulgaria,104.95237014951115
Great Britain,Croatia,92.87626176801045
Great Britain,Guatemala,133.086438076913
Great Britain,Korea South,113.56055653262712
Great Britain,Montenegro,102.03430795570674
Great Britain,Pakistan,110.76100396800311
Great Britain,Panama,121.63469899662678
Great Britain,Romania,111.8436408563312
Great Britain,Russia,116.8973909033046
Great Britain,Serbia,110.25878649794764
Great Britain,Suriname,105.256828757093
Great Britain,Taiwan,97.3344748791506
Great Britain,Albania,93.27915093953203
Great Britain,Armenia,89.5488693395958
Great Britain,Azerbaijan,87.33269719870101
Great Britain,Bangladesh,99.74467404327912
Great Britain,Bosnia,68.37397165588672
Great Britain,China,100.65783625729296
Great Britain,Hong Kong,90.033327162779
Great Britain,India,73.61385739111897
Great Britain,Indonesia,95.524865872714
Great Britain,Kyrgyz Rep,81.82909018191513
Great Britain,Macedonia Rep,90.48204241726643
Great Britain,Malaysia,96.0780932366999
Great Britain,Singapore,91.13177272499422
Great Britain,Slovak Rep,103.33924714260309
Great Britain,Vietnam,88.7637313321156
Ireland,Australia,29.154759474226502
Ireland,Austria,56.213877290220786
Ireland,Canada,28.26658805020514
Ireland,Denmark,55.767373974394744
Ireland,Finland,51.710733895391584
Ireland,Great Britain,34.044089061098404
Ireland,Ireland,0.0
Ireland,Israel,57.18391382198319
Ireland,Jamaica,54.7905101272109
Ireland,Netherlands,72.78736154031138
Ireland,New Zealand,24.372115213907882
Ireland,Norway,63.686733312362634
Ireland,Saudi Arabia,56.16938667993447
Ireland,South Africa,50.724747411889595
Ireland,Sweden,70.88723439378913
Ireland,Switzerland,55.44366510251645
Ireland,U.S.A.,27.477263328068172
Ireland,Belarus,99.90995946350894
Ireland,Belgium,92.19002115196633
Ireland,Czech Rep,77.71100308193171
Ireland,Estonia,89.87769467448528
Ireland,France,81.46778504415104
Ireland,Germany,71.18988692223074
Ireland,Hungary,73.10950690573696
Ireland,Italy,68.68769904429759
Ireland,Japan,99.27235264664579
Ireland,Latvia,96.17692030835673
Ireland,Lithuania,96.7574286553751
Ireland,Luxembourg,58.9406481131655
Ireland,Malta,74.81310045707235
Ireland,Moldova,94.98947310097051
Ireland,Ukraine,98.36157786453
Ireland,Africa East,69.65629906907199
Ireland,Arab countries,77.48548251124207
Ireland,Algeria,88.03408430829505
Ireland,Argentina,61.538605769061746
Ireland,Brazil,71.99305522062528
Ireland,Burkina Faso,84.80566018845676
Ireland,Chile,87.70974860299168
Ireland,Costa Rica,94.64142856064674
Ireland,Dominican Rep,63.2771680782255
Ireland,Egypt,90.83501527494779
Ireland,Georgia,70.92249290598858
Ireland,Greece,94.68368391650169
Ireland,Iceland,55.991070716677676
Ireland,Iran,60.55575942881073
Ireland,Iraq,80.90735442467513
Ireland,Jordan,59.07622195096772
Ireland,Mali,73.97972695272672
Ireland,Morocco,73.17103251970687
Ireland,Peru,89.1852005660132
Ireland,Philippines,80.21845174272562
Ireland,Poland,81.06787279804497
Ireland,Portugal,101.21264743103995
Ireland,Rwanda,65.58963332722634
Ireland,Slovenia,99.10600385445879
Ireland,Spain,74.13501197140255
Ireland,Tanzania,67.57958271549181
Ireland,Thailand,79.1012010022604
Ireland,Turkey,79.38513714795737
Ireland,Uganda,81.28345465099278
Ireland,Uruguay,86.70640114778148
Ireland,Zambia,73.65459931328118
Ireland,Zimbabwe,74.00675644831355
Ireland,Africa West,78.35815209663893
Ireland,Colombia,85.18215775618742
Ireland,Ecuador,86.0406880493177
Ireland,El Salvador,94.35041070392857
Ireland,Ghana,74.75961476626267
Ireland,Mexico,87.42425292789181
Ireland,Nigeria,74.97999733262199
Ireland,Puerto Rico,83.23460818673925
Ireland,Trinidad and Tobago,64.21059102671458
Ireland,Venezuela,95.7496736286866
Ireland,Bulgaria,105.23307464861035
Ireland,Croatia,91.55872432488343
Ireland,Guatemala,127.93357651531517
Ireland,Korea South,118.91593669479293
Ireland,Montenegro,106.18851161966627
Ireland,Pakistan,101.56278846112882
Ireland,Panama,116.67047612828192
Ireland,Romania,109.33434958877288
Ireland,Russia,122.81693694275232
Ireland,Serbia,106.84568311354465
Ireland,Suriname,109.71781988355401
Ireland,Taiwan,102.03430795570674
Ireland,Albania,90.54280755532159
Ireland,Armenia,86.22064717919949
Ireland,Azerbaijan,84.10707461325711
Ireland,Bangladesh,92.47702417357513
Ireland,Bosnia,74.89993324429602
Ireland,China,104.32161808561061
Ireland,Hong Kong,86.34234187233979
Ireland,India,72.8285658241325
Ireland,Indonesia,91.98912979260103
Ireland,Kyrgyz Rep,82.516664983505
Ireland,Macedonia Rep,88.11356308764276
Ireland,Malaysia,91.59694318043589
Ireland,Singapore,91.706052144883
Ireland,Slovak Rep,110.89634800118532
Ireland,Vietnam,84.03570669661795
Israel,Australia,58.73670062235365
Israel,Austria,40.620192023179804
Israel,Canada,50.50742519669756
Israel,Denmark,69.85699678629192
Israel,Finland,37.54996671103717
Israel,Great Britain,66.74578638386096
Israel,Ireland,57.18391382198319
Israel,Israel,0.0
Israel,Jamaica,82.25569889071517
Israel,Netherlands,64.0
Israel,New Zealand,46.17358552246078
Israel,Norway,55.281099844341014
Israel,Saudi Arabia,57.905094767213704
Israel,South Africa,27.694764848252458
Israel,Sweden,75.27947927556353
Israel,Switzerland,55.136195008360886
Israel,U.S.A.,61.424750711744856
Israel,Belarus,78.96834808959854
Israel,Belgium,72.82170006255004
Israel,Czech Rep,63.4428877022476
Israel,Estonia,72.6636084983398
Israel,France,64.03905058634146
Israel,Germany,60.4648658313239
Israel,Hungary,68.05145112339633
Israel,Italy,61.54673021371647
Israel,Japan,83.42062095189654
Israel,Latvia,77.85884663928692
Israel,Lithuania,75.51158851461145
Israel,Luxembourg,39.74921382870358
Israel,Malta,47.21228653645151
Israel,Moldova,72.24264668462804
Israel,Ukraine,78.53024894905147
Israel,Africa East,67.85278181474949
Israel,Arab countries,76.15773105863909
Israel,Algeria,69.91423317179414
Israel,Argentina,42.41462012089699
Israel,Brazil,58.7962583843564
Israel,Burkina Faso,73.53910524340094
Israel,Chile,63.06346010171025
Israel,Costa Rica,54.981815175565096
Israel,Dominican Rep,46.0
Israel,Egypt,86.42337646724988
Israel,Georgia,61.18823416311342
Israel,Greece,61.326992425847855
Israel,Iceland,52.754146756439916
Israel,Iran,60.25777958073132
Israel,Iraq,73.59347797189639
Israel,Jordan,58.60034129593445
Israel,Mali,60.40695324215582
Israel,Morocco,72.4568837309472
Israel,Peru,66.66333324999583
Israel,Philippines,95.46203433826454
Israel,Poland,66.2872536767062
Israel,Portugal,69.2098258919931
Israel,Rwanda,64.389440128021
Israel,Slovenia,71.88880302244571
Israel,Spain,48.16637831516918
Israel,Tanzania,62.02418882984283
Israel,Thailand,66.68583057891684
Israel,Turkey,57.28874234961002
Israel,Uganda,58.71115737234278
Israel,Uruguay,57.0087712549569
Israel,Zambia,75.11990415329349
Israel,Zimbabwe,73.35529974037323
Israel,Africa West,84.75848040166836
Israel,Colombia,78.02563681252464
Israel,Ecuador,83.92258337301111
Israel,El Salvador,74.0
Israel,Ghana,75.99342076785332
Israel,Mexico,85.58621384311844
Israel,Nigeria,75.49834435270749
Israel,Puerto Rico,85.28774824088158
Israel,Trinidad and Tobago,66.80568838055633
Israel,Venezuela,96.1977130705299
Israel,Bulgaria,81.8535277187245
